bookID,title,authors,average_rating,valor,publication_date,publisher,units
8087,Deerskin,Robin McKinley,3.89,384,5/1/2005,Ace Books,7
8088,Sunshine,Robin McKinley,3.85,405,11/30/2004,Jove,7
8089,Rose Daughter,Robin McKinley,3.77,304,12/1/1998,Ace,5
8091,The Door in the Hedge,Robin McKinley,3.68,224,10/13/2003,Firebird,4
8093,The Stone Fey,Robin McKinley/John Clapp,3.36,64,9/1/1998,HMH Books for Young Readers,1
8127,Anne of Green Gables (Anne of Green Gables  #1),L.M. Montgomery,4.25,320,5/6/2003,Signet Book,6
8134,Anne of Green Gables,L.M. Montgomery/Barbara Caruso,4.25,9,1/1/2005,Recorded Books  Inc.,0
8137,The Road to Yesterday (Anne of Green Gables  #9),L.M. Montgomery,3.84,403,2/1/1993,Bantam Books,7
8141,Anne of Avonlea,L.M. Montgomery/Clare Sieffert,4.23,315,11/1/1990,Grosset & Dunlap,5
8146,The Stories of Vladimir Nabokov,Vladimir Nabokov,4.30,685,12/9/1996,Vintage,12
8147,The Gift,Vladimir Nabokov/Michael Scammell/Dmitri Nabokov,4.00,406,4/5/2001,Penguin Books,7
8148,Lectures on Literature,Vladimir Nabokov/Fredson Bowers/John Updike,4.34,385,12/16/2002,Mariner Books,7
8149,Novels & Memoirs 1941–1951: The Real Life of Sebastian Knight / Bend Sinister / Speak  Memory,Vladimir Nabokov/Brian Boyd,4.36,734,10/1/1996,Library of America,13
8150,The American Years,Brian Boyd,4.33,800,1/31/1993,Princeton University Press,15
8151,Laughter in the Dark,Vladimir Nabokov,3.97,292,9/17/2006,New Directions,5
8153,The Luzhin Defense,Vladimir Nabokov/Michael Scammell,3.95,256,8/11/1990,Vintage,4
8155,A Woman of Substance (Emma Harte Saga #1),Barbara Taylor Bradford,4.18,928,12/1/2005,Griffin,17
8162,The Ravenscar Dynasty (Ravenscar  #1),Barbara Taylor Bradford,3.63,484,12/26/2006,St. Martin's Press,9
8174,Dark Birthright,Jeanne Treat/Jane Starr Weils,3.63,429,10/1/2006,Treat Enterprises,8
8178,Birthright (Diablo: The Sin War  #1),Richard A. Knaak,3.74,326,10/1/2006,Pocket Star,6
8196,Laura's Album: A Remembrance Scrapbook of Laura Ingalls Wilder,William   Anderson/Laura Ingalls Wilder,4.30,80,10/13/1998,HarperCollins,1
8197,Writings to Young Women from Laura Ingalls Wilder: On Wisdom and Virtues (Writings to Young Women on Laura Ingalls Wilder #1),Laura Ingalls Wilder/Stephen W. Hines,3.99,113,5/10/2006,Tommy Nelson,2
8199,Writings to Young Women from Laura Ingalls Wilder: On Life as a Pioneer Woman (Writings to Young Women from Laura Ingalls Wilder #2),Laura Ingalls Wilder/Stephen W. Hines,3.92,116,5/10/2006,Tommy Nelson,2
8200,A Little House Traveler: Writings from Laura Ingalls Wilder's Journeys Across America,Laura Ingalls Wilder,4.13,352,2/7/2006,HarperCollins,6
8202,Laura Ingalls Wilder: A Biography,William   Anderson,4.20,256,1/2/2007,HarperCollins,4
8203,West from Home: Letters of Laura Ingalls Wilder  San Francisco  1915  (Little House #11),Laura Ingalls Wilder/Roger Lea MacBride/Margot Patterson Doss,3.84,124,10/20/1976,Harper & Row,2
8204,The Laura Ingalls Wilder Country Cookbook,Laura Ingalls Wilder/William   Anderson,4.09,160,10/1/1997,HarperCollins Publishers,3
8205,Writings to Young Women on Laura Ingalls Wilder: As Told By Her Family  Friends  and Neighbors (Writings to Young Women on Laura Ingalls Wilder #3),Laura Ingalls Wilder/Stephen W. Hines,3.98,128,5/8/2006,Thomas Nelson,2
8206,The Laughing Jesus: Religious Lies and Gnostic Wisdom,Tim Freke/Peter Gandy,3.96,276,6/27/2006,Harmony,5
8213,The Erotic Phenomenon,Jean-Luc Marion/Stephen E. Lewis,4.03,248,11/15/2006,University of Chicago Press,4
8214,The Phenomenon of Life: Toward a Philosophical Biology,Hans Jonas/Lawrence Vogel/Eleonore Jonas,4.24,304,2/28/2001,Northwestern University Press,5
8218,Down to the Bonny Glen (Little House: The Martha Years  #3),Melissa Wiley/Renée Graef,4.15,321,5/8/2001,HarperTrophy,6
8221,Laura: The Life of Laura Ingalls Wilder,Donald Zochert,4.12,241,5/1/1977,Avon,4
8227,Winter Days in the Big Woods,Laura Ingalls Wilder/Renée Graef,4.28,32,9/15/1995,HarperCollins,0
8228,The First Four Years (Little House  #9),Laura Ingalls Wilder/Cherry Jones,3.89,3,6/13/2006,HarperFestival,0
8230,Winter on the Farm,Laura Ingalls Wilder/Renée Graef/Jody Wheeler,4.15,32,9/6/1997,Winter on the Farm (My First Little House),0
8233,Summertime in the Big Woods,Laura Ingalls Wilder/Renée Graef,4.18,40,2/2/2000,HarperCollins,0
8244,Old Town in the Green Groves: Laura Ingalls Wilder's Lost Little House Years,Cynthia Rylant/Jim LaMarche,4.05,176,6/1/2004,Harper Trophy,3
8246,Laura Ingalls Wilder's Fairy Poems,Laura Ingalls Wilder/Richard  Hull,3.99,39,10/13/1998,Doubleday Books for Young Readers,0
8247,Constructing the Little House: Gender  Culture  and Laura Ingalls Wilder,Ann Romines,3.70,304,11/21/1997,University of Massachusetts Press,5
8249,These Happy Golden Years (Little House  #8),Laura Ingalls Wilder/Cherry Jones/Paul Woodiel,4.19,7,3/28/2006,HarperFestival,0
8252,Farmer Boy (Little House  #2),Laura Ingalls Wilder/Garth Williams,4.07,357,1/1/2007,HarperTrophy,6
8253,Little Town on the Prairie  (Little House  #7),Laura Ingalls Wilder/Garth Williams,4.19,374,1/1/2007,HarperTrophy,7
8254,Christmas Stories (Little House Chapter Books: Laura  #10),Laura Ingalls Wilder/Renée Graef/Heather Henson,4.21,80,10/6/1999,HarperCollins,1
8255,My Little House Crafts Book: 18 Projects from Laura Ingalls Wilder's,Carolyn Strom Collins/Christina Wyss Eriksson/Mary Collier,4.03,64,3/21/1998,HarperCollins,1
8256,Christmas in the Big Woods,Laura Ingalls Wilder/Renée Graef,4.20,32,9/20/1997,HarperCollins,0
8282,The Long Winter (Little House  #6),Laura Ingalls Wilder/Garth Williams,4.14,422,1/1/2007,HarperTrophy,7
8285,A Little House Birthday,Laura Ingalls Wilder/Doris Ettlinger,4.14,40,9/5/1998,HarperCollins,0
8290,The Deer in the Wood,Laura Ingalls Wilder/Renée Graef,4.17,32,1/16/1999,HarperCollins,0
8296,The First Four Years  (Little House  #9),Laura Ingalls Wilder/Garth Williams,3.89,126,1/2/2007,HarperTrophy,2
8298,The Little House Cookbook: Frontier Foods from Laura Ingalls Wilder's Classic Stories,Barbara M. Walker/Garth Williams,4.15,256,9/7/1989,HarperCollins,4
8322,Little House on the Prairie (Little House  #3),Laura Ingalls Wilder/Garth Williams,4.19,309,1/1/2007,HarperTrophy,5
8335,Let the Hurricane Roar,Rose Wilder Lane,3.96,118,10/1/1985,HarperTrophy,2
8337,Little House in the Big Woods (Little House  #1),Laura Ingalls Wilder/Garth Williams,4.18,198,1/1/2007,HarperTrophy,3
8359,Flowers (Eyewitness Explorers),David Burnie,3.85,64,9/15/1997,Dorling Kindersley Children,1
8362,Animal: The Definitive Visual Guide to the World's Wildlife,David Burnie/Don E. Wilson,4.51,624,9/19/2005,DK,11
8370,The Making Of Disney's Animal Kingdom Theme Park,Melody Malmberg/Walt Disney Company,4.32,192,5/1/1998,Disney Enterprises,3
8373,El Reino Animal,Sergio Ramírez,3.69,256,7/1/2006,Alfaguara,4
8417,Tree (Eyewitness Books),David Burnie/Peter K. Chadwick,4.02,64,6/14/2000,DK Children,1
8428,Insects & Spiders,David Burnie,4.50,64,5/24/1999,Time Life Medical,1
8486,The Prophet of Yonwood,Jeanne DuPrau,3.27,289,4/1/2006,Random House Books for Young Readers,5
8489,Muhammad: A Prophet for Our Time,Karen Armstrong,4.08,256,10/17/2006,Eminent Lives,4
8492,Prophet,Frank E. Peretti,3.94,416,3/11/2004,Crossway Books,7
8494,Access the Power of Your Higher Self: Your Source of Inner Guidance and Spiritual Transformation (Pocket Guides to Practical Spirituality),Elizabeth Clare Prophet,4.21,100,9/21/2017,Summit University Press,1
8495,Hailstones and Halibut Bones,Mary O'Neill/John Wallner,4.31,64,4/1/1990,Doubleday Books for Young Readers,1
8499,The Second Sex,Simone de Beauvoir/H.M. Parshley/Margaret Crosland,4.12,848,3/18/1993,Everyman's Library,16
8500,The Second Sex,Simone de Beauvoir/H.M. Parshley,4.12,880,8/7/1997,Vintage Classics,16
8501,The Church and the Second Sex,Mary Daly,3.84,231,1/3/1986,Beacon Press,4
8506,Thomas Jefferson (Oxford Portraits),R.B. Bernstein,4.01,253,9/15/2005,Oxford University Press  USA,4
8508,The Jefferson Bible: The Life and Morals of Jesus of Nazareth,Thomas Jefferson,3.82,103,8/1/2006,Applewood Books,1
8510,Who Was Thomas Jefferson?,Dennis Brindell Fradin/Nancy Harrison/John   O'Brien,4.07,103,7/28/2003,Penguin Workshop,1
8515,The Man Who Listens to Horses,Monty Roberts/Lucy Grealy/Lawrence Scanlan,4.12,352,11/28/1998,Ballantine Books,6
8520,Under Orders (Sid Halley  #4),Dick Francis,3.87,308,10/1/2006,Putnam Publishing Group,5
8522,For Kicks,Dick Francis,4.00,292,2/3/2004,G.P. Putnam's Sons,5
8523,Forfeit,Dick Francis,3.94,256,4/5/2005,G.P. Putnam's Sons,4
8525,Dead Cert,Dick Francis,3.97,277,1/6/2004,G.P. Putnam's Sons,5
8528,Rat Race,Dick Francis,3.98,304,7/5/2006,G.P. Putnam's Sons,5
8529,Reflex,Dick Francis,4.07,304,10/4/2005,G.P. Putnam's Sons,5
8532,Decider,Dick Francis,3.99,341,12/7/2004,G.P. Putnam's Sons,6
8533,Slay Ride,Dick Francis,3.82,288,4/6/2004,G.P. Putnam's Sons,5
8536,Bonecrack,Dick Francis,4.00,304,6/6/2006,G.P. Putnam's Sons,5
8537,Nerve,Dick Francis,4.04,320,9/1/1998,Jove,6
8538,Break In (Kit Fielding  #1),Dick Francis,4.05,320,1/4/2005,G.P. Putnam's Sons,6
8540,Blood Sport,Dick Francis,3.89,288,11/2/2004,G.P. Putnam's Sons,5
8541,Straight,Dick Francis,4.05,320,2/7/2006,G.P. Putnam's Sons,6
8542,10 lb Penalty,Dick Francis,3.90,320,8/3/2004,G.P. Putnam's Sons,6
8544,Trial Run,Dick Francis,3.83,272,9/7/2004,G.P. Putnam's Sons,5
8545,Wild Horses,Dick Francis,3.91,352,5/4/2004,G.P. Putnam's Sons,6
8546,Field of Thirteen,Dick Francis,3.73,304,3/2/2004,G.P. Putnam's Sons,5
8548,Driving Force,Dick Francis,3.96,384,12/29/1993,Fawcett Books,7
8551,Flying Finish,Dick Francis,3.97,276,8/1/1999,Jove,5
8552,Bolt (Kit Fielding  #2),Dick Francis,4.04,288,5/3/2005,G.P. Putnam's Sons,5
8557,Come to Grief (Sid Halley  #3),Dick Francis,4.01,384,12/6/2005,G.P. Putnam's Sons,7
8559,Enquiry,Dick Francis,3.96,272,7/6/2004,G.P. Putnam's Sons,5
8568,Odds Against (Sid Halley  #1),Dick Francis,4.06,288,2/1/2005,G.P. Putnam's Sons,5
8572,Banker,Dick Francis,4.06,288,10/3/2000,Michael Joseph,5
8574,Whip Hand (Sid Halley  #2),Dick Francis,4.10,304,6/7/2005,G.P. Putnam's Sons,5
8581,A Jockey's Life: The Biography of Lester Piggott,Dick Francis,3.59,468,7/12/1987,Fawcett,8
8582,The Dick Francis Treasury of Great Racing Stories,Dick Francis/John Welcome,3.79,221,3/22/1992,Fawcett,4
8583,Come to Grief / Decider / Wild Horses,Dick Francis,4.09,707,11/10/1997,Putnam Adult,13
8586,Odds Against,Dick Francis,4.06,277,4/1/2000,Jove,5
8598,Eats  Shoots & Leaves: Why  Commas Really Do Make a Difference!,Lynne Truss/Bonnie Timmons,4.15,32,7/25/2006,G.P. Putnam's Sons Books for Young Readers,0
8601,Talk to the Hand: The Utter Bloody Rudeness of Everyday Life,Lynne Truss,3.33,214,10/24/2005,Profile Books,4
8614,The Spice and Herb Bible,Ian Hemphill/Kate Hemphill,4.25,606,9/14/2006,Robert Rose,11
8627,Master and Commander (Aubrey/Maturin   #1),Patrick O'Brian,4.10,459,10/17/2003,W. W. Norton  Company,8
8628,The Making of Master and Commander: The Far Side of the World,Tom McGregor,3.97,168,10/17/2003,W. W. Norton  Company,3
8630,The Ionian Mission (Aubrey/Maturin  #8),Patrick O'Brian/Simon Vance,4.32,10,10/1/2005,Blackstone Audiobooks,0
8632,Her Master and Commander (Just Ask Reeves  #1),Karen Hawkins,3.80,372,2/28/2006,Avon,7
8643,Strange Sounds: Music  Technology & Culture,Timothy D. Taylor,3.77,278,10/14/2001,Routledge,5
8645,Stanley Park,Timothy  Taylor,3.57,436,9/25/2003,Counterpoint LLC,8
8646,Crow Lake,Mary Lawson,3.88,324,1/13/2003,Dial Press Trade Paperback,6
8648,Xenocide (Ender's Saga  #3),Orson Scott Card/Piotr W. Cholewa,3.79,592,7/15/1996,Tor Books,11
8656,The Life of Sir Arthur Conan Doyle,John Dickson Carr/Daniel Stashower,4.01,320,11/11/2003,Da Capo Press,6
8660,The Lost World (TV Tie-in),Arthur Conan Doyle/Philip Gooden,3.92,224,9/3/2002,Penguin Books,4
8661,Las aventuras de Sherlock Holmes,Arthur Conan Doyle/Javier Gomez Rea,4.33,192,4/1/2005,Edimat Libros,3
8675,Wild Ducks Flying Backward,Tom Robbins,3.55,272,8/29/2006,Bantam,5
8676,Unlimited Power: The New Science Of Personal Achievement,Anthony Robbins/Kenneth H. Blanchard/Jason Winters,4.23,448,12/22/1997,Free Press,8
8677,Robbins and Cotran Review of Pathology,Edward C. Klatt/Vinay   Kumar,4.33,432,11/12/2004,Saunders,8
8680,Fierce Invalids Home from Hot Climates,Tom Robbins,4.03,445,5/29/2001,Bantam,8
8682,Jitterbug Perfume,Tom Robbins,4.25,342,4/9/2001,No Exit Press,6
8694,Life  the Universe and Everything (Hitchhiker's Guide to the Galaxy  #3),Douglas Adams,4.20,224,4/26/2005,Del Rey,4
8698,So Long  and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy  #4),Douglas Adams,4.09,167,3/8/2002,Picador USA,3
8703,The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy  #2),Douglas Adams/Martin  Freeman,4.22,6,6/1/2006,Random House Audio Publishing Group,0
8704,Starship Titanic,Terry Jones/Marie-Catherine Caillava,3.60,189,11/30/2001,J'ai Lu,3
8706,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy  #1),Douglas Adams,4.22,180,3/8/2002,Picador USA,3
8710,The Illustrated Hitchhiker's Guide To The Galaxy,Douglas Adams,4.35,96,10/11/1994,Harmony,1
8712,Margaret Atwood: The Handmaid's Tale,Hélène Greven-Borde,4.27,108,11/1/1998,Klincksieck,2
8713,Point to Point Navigation,Gore Vidal,3.70,277,11/7/2006,Doubleday Books,5
8714,An Inconvenient Truth: The Planetary Emergency of Global Warming and What We Can Do About It,Al Gore,3.77,328,5/24/2006,Rodale Books,6
8715,Palimpsest,Gore Vidal,3.99,448,9/1/1996,Penguin Books,8
8716,Lincoln,Gore Vidal,4.21,672,2/15/2000,Vintage,12
8722,Burr,Gore Vidal,4.07,430,2/15/2000,Vintage,8
8725,Comfort Me with Apples: More Adventures at the Table,Ruth Reichl,4.04,302,4/9/2002,Random House Trade,5
8726,Comfort Me With Apples,Ruth Reichl,4.04,299,1/1/2001,Random house,5
8737,The Last Temptation of Christ,Nikos Kazantzakis/Peter A. Bien,4.16,506,3/1/1998,Simon  Schuster,9
8738,Her Last Temptation,Leslie Kelly,3.59,207,5/31/2005,Harlequin Temptation,3
8741,The Last Temptation (Tony Hill & Carol Jordan  #3),Val McDermid,4.01,496,3/1/2005,St. Martin's Paperbacks,9
8742,The Last Temptation,Nikos Kazantzakis/Peter A. Bien,4.16,589,11/10/1995,Faber  Faber,11
8744,Desert Dawn,Waris Dirie/Jeanne D'Haem,3.83,240,6/1/2004,Virago UK,4
8745,Desert Flower,Waris Dirie/Cathleen Miller,4.15,240,3/15/2011,William Morrow Paperbacks,4
8746,Desert Children,Waris Dirie/Corinna Milborn/Sheelagh Alabaster,3.71,240,11/1/2005,Virago UK,4
8750,L'Aube du désert,Waris Dirie/Jeanne d' Haem,3.83,288,11/1/2002,Albin Michel,5
8758,The Beach,Joanna Strange,3.84,112,2/19/2001,Longman,2
8761,The Weekenders: Travels in the Heart of Africa,W.F. Deedes/Sue Ryan/Alex Garland/Tony Hawks/Andrew O'Hagan/Irvine Welsh/Giles Foden/Victoria Glendinning,3.16,340,11/8/2001,Ebury Press,6
8765,I Feel Bad About My Neck: And Other Thoughts on Being a Woman,Nora Ephron,3.69,137,8/1/2006,Knopf Publishing Group,2
8766,Feel the Fear . . . and Do It Anyway,Susan  Jeffers,4.03,217,12/26/2006,Ballantine Books,4
8767,Touch & Feel: Animals Boxed Set,Jennifer Quasha/Deni Brown/Dawn Sirett,4.04,36,2/15/2003,DK Publishing,0
8768,Today I Feel Silly  Other Moods That Make My Day,Jamie Lee Curtis/Laura Cornell,4.16,40,7/31/2007,HarperCollins,0
8770,My First Word Touch and Feel,Anne Millard,3.79,12,9/19/2001,DK Children,0
8771,When I Feel Angry,Nancy Cote/Cornelia Maude Spelman,3.98,24,1/1/2000,Albert Whitman  Company,0
8773,Violet's House: A Giant Touch-and-Feel Book (Baby Einstein),Julie Aigner-Clark/Nadeem Zaidi,4.00,10,11/1/2003,Disney Press,0
8787,The White Masai,Corinne Hofmann/Peter Millar,3.45,320,10/10/2006,Amistad,6
8797,The Story of a Seagull and the Cat Who Taught Her to Fly,Luis Sepúlveda/Chris Sheban/Margaret Sayers Peden,4.14,128,8/1/2006,Scholastic Paperbacks,2
8799,Ahora sabréis lo que es correr,Dave Eggers/María Victoria Alonso Blanco,3.63,400,3/31/2004,Mondadori,7
8801,The Burgess Bird Book for Children,Thornton W. Burgess/Louis Agassiz Fuertes,4.31,260,4/23/2003,Dover Publications,4
8804,The Burgess Animal Book for Children,Thornton W. Burgess/Louis Agassiz Fuertes,4.26,275,9/10/2004,Dover Publications,5
8808,The Adventures of Jimmy Skunk,Thornton W. Burgess/Thea Kliros/Harrison Cady,4.14,96,5/20/1994,Dover Publications,1
8809,The Wanting Seed,Anthony Burgess,3.71,288,12/17/1996,W. W. Norton  Company,5
8810,A Clockwork Orange,Anthony Burgess/Blake Morrison,3.99,159,2/24/2000,Penguin Classics,3
8811,A Clockwork Orange,Anthony Burgess,3.99,149,9/3/1998,Penguin Books,2
8813,Clockwork Orange,Anthony Burgess,3.99,235,3/1/2000,Heyne,4
8814,A Clockwork Orange (Stage Play),Anthony Burgess,3.84,51,3/10/2017,Methuen Drama,0
8818,One Hand Clapping,Anthony Burgess,3.82,224,7/15/1999,Da Capo Press,4
8820,The Doctor is Sick,Anthony Burgess,3.62,260,8/17/1997,W.W. Norton  Company,4
8822,Earthly Powers,Anthony Burgess,4.16,649,5/6/2004,Vintage Classics,12
8829,Past Mortem,Ben Elton,3.75,460,5/2/2005,Black Swan,8
8834,This Other Eden,Ben Elton,3.72,400,7/1/2003,Black Swan,7
8840,Saint-Exupéry,Stacy Schiff/Antoine de Saint-Exupéry,4.02,560,2/7/2006,Holt Paperbacks,10
8848,Le Petit Prince,Antoine de Saint-Exupéry,4.31,123,2/1/2004,Gallimard Jeunesse,2
8852,Macbeth,William Shakespeare,3.90,249,7/1/2013,Simon  Schuster,4
8853,Macbeth,William Shakespeare/Alan Durband,3.90,224,4/1/1985,Barrons Educational Series,4
8856,Death of a Scriptwriter (Hamish Macbeth  #14),M.C. Beaton,3.79,198,6/1/1999,Warner Books,3
8858,Death of a Poison Pen (Hamish Macbeth  #19),M.C. Beaton,3.83,227,1/1/2005,Warner Books,4
8859,Death of an Outsider (Hamish Macbeth  #3),M.C. Beaton,3.83,194,7/1/2005,Warner Books,3
8860,Cliffs Notes on Shakespeare's Macbeth,Alex Went,3.59,112,5/30/2000,Cliffs Notes,2
8861,Death of an Addict (Hamish Macbeth  #15),M.C. Beaton,3.80,214,3/1/2001,Warner Books,4
8862,A Year in the Life of William Shakespeare: 1599,James Shapiro,4.09,333,6/13/2006,Harper Perennial,6
8865,Who Was William Shakespeare?,Celeste Davidson Mannis/John   O'Brien,4.05,105,12/28/2006,Grosset & Dunlap,1
8875,Planet of the Apes,Pierre Boulle/Xan Fielding,3.95,192,6/6/2000,Wings,3
8879,Planet of the Apes: Colony,William T. Quick,3.62,288,3/25/2003,HarperEntertainment,5
8880,Planet of the Apes  Volume 1: Old Gods,Ian Edginton,2.62,80,3/5/2002,Dark Horse Comics,1
8881,Planet of the Apes: The Fall,William T. Quick,2.92,288,6/4/2002,HarperEntertainment,5
8889,Return to the Planet of the Apes #2: Escape from Terror Lagoon,William Arrow,3.00,0,4/12/1976,Ballantine Books,0
8891,Return to the Planet of the Apes:  Visions from Nowhere,William Arrow,3.33,183,6/1/1976,Ballantine Books,3
8895,Planet of the Apes: The Human War,Ian Edginton,3.28,72,7/27/2001,Titan Books Ltd,1
8901,Battle for the Planet of the Apes,David Gerrold/John William Corrington/Joyce Hooper Corrington,3.66,158,6/1/1973,Award Books,2
8908,World War Z: An Oral History of the Zombie War,Max Brooks,4.01,342,9/12/2006,Crown,6
8909,The War of the Worlds,H.G. Wells/Arthur C. Clarke,3.82,192,3/12/2002,Modern Library,3
8910,The Second World War: A Complete History,Martin  Gilbert,4.20,928,6/1/2004,Holt McDougal,17
8915,A Short History of World War II,James L. Stokesbury,3.95,416,1/1/1980,William Morrow Paperbacks,7
8916,The Complete Science Fiction Treasury of H.G. Wells,H.G. Wells,4.14,0,6/24/1987,Random House Value Publishing,0
8917,Best Science Fiction Stories of H. G. Wells,H.G. Wells,3.84,320,11/24/2011,Dover Publications,6
8919,The Invisible Man,H.G. Wells,3.64,208,9/1/2004,Scholastic Paperbacks,3
8921,The Hound of the Baskervilles,Arthur Conan Doyle/Anne Perry/Sidney Paget,4.11,256,7/1/2001,Signet,4
8922,The Hound of the Baskervilles (Sherlock Holmes  #5),Arthur Conan Doyle/David Timson,4.11,5,3/30/2005,Naxos Audiobooks,0
8924,The Hound of the Baskervilles,Arthur Conan Doyle/Pam Smy,4.11,272,8/22/2006,Candlewick Press,5
8927,Sherlock Holmes and the Case of the Hound of the Baskervilles (Great Illustrated Classics),Malvina G. Vogel/Arthur Conan Doyle,4.51,237,1/1/2005,Abdo Publishing Company,4
8930,Jamie's Italy,Jamie Oliver/David Loftus/Chris Terry,4.01,320,11/14/2006,Hachette Books,6
8931,Jamie's Dinners: The Essential Family Cookbook,Jamie Oliver/Marion Deuchars/David Loftus/Chris Terry,4.07,336,11/3/2004,Hachette Books,6
8951,The Lake of Souls (Cirque du Freak #10),Darren Shan,4.18,272,9/6/2006,Little  Brown Books for Young Readers,5
8953,Freak the Mighty (Freak The Mighty  #1),Rodman Philbrick,4.01,169,6/1/2001,Scholastic Paperbacks,3
8954,Word Freak: Heartbreak  Triumph  Genius  and Obsession in the World of Competitive Scrabble Players,Stefan Fatsis,3.82,372,7/30/2002,Penguin Books,7
8960,Vampire Mountain (Cirque Du Freak  #4),Darren Shan,4.16,208,9/1/2003,Little  Brown Young Readers,3
8964,Jesus Freaks: Stories of Those Who Stood for Jesus  the Ultimate Jesus Freaks (Jesus Freaks  #1),D.C. Talk/The Voice of the Martyrs,4.21,383,1/15/1999,Albury Publishing,7
8967,Trials of Death (Cirque Du Freak  #5),Darren Shan,4.25,202,1/18/2008,Little  Brown Books for Young Readers,3
8969,Sister Freaks: Stories of Women Who Gave Up Everything for God,Rebecca St. James/Mary E. DeMuth/Tracey Lawrence/Elizabeth Jusino,4.12,320,10/5/2005,FaithWords,6
8971,Freaks of the Storm: From Flying Cows to Stealing Thunder: The World's Strangest True Weather Stories,Randy Cerveny,3.17,371,12/29/2006,Thunder's Mouth Press Books,7
8974,Freak Show: Presenting Human Oddities for Amusement and Profit,Robert Bogdan,3.88,336,5/15/1990,University of Chicago Press,6
8976,Live Like a Jesus Freak: Spend Today as If It Were Your Last,D.C. Talk,4.06,184,11/1/2001,Bethany House Publishers,3
8978,Freaks!: How to Draw Fantastic Fantasy Creatures,Steve  Miller,4.06,144,6/1/2004,Watson-Guptill Publications,2
8988,Jesus Freaks,Andre Duza,3.69,390,4/20/2006,Deadite Press (Eraserhead Press),7
8991,Category: Freaks  Vol. 1 (Category: Freaks  #1),Sakurako Gokurakuin/Lindsey Johnston,3.55,184,7/1/2005,Dr. Master Productions Inc.,3
9005,Hello Cruel World: 101 Alternatives to Suicide for Teens  Freaks  and Other Outlaws,Kate Bornstein/Sara Quin,4.03,234,5/2/2006,Seven Stories Press,4
9006,Don't Get Too Comfortable: The Indignities of Coach Class  The Torments of Low Thread Count  The Never-Ending Quest for Artisanal Olive Oil  and Other First World Problems,David Rakoff,3.72,222,9/12/2006,Anchor Books,4
9010,I Hope They Serve Beer in Hell (Tucker Max  #1),Tucker Max,3.51,288,1/1/2006,Citadel,5
9012,Holidays on Ice,David Sedaris,3.92,134,11/1/1998,Back Bay,2
9013,The Long Walk: The True Story of a Trek to Freedom,Sławomir Rawicz,4.21,256,4/1/2006,Lyons Press,4
9014,The Long Walk,Richard Bachman/Stephen King,4.11,370,4/1/1999,Signet,6
9018,Long Walk to Freedom: Autobiography of Nelson Mandela,Nelson Mandela/Kofi Annan/Danny Glover,4.33,6,12/1/2004,Little  Brown & Company,0
9019,Navajo Long Walk,Nancy M. Armstrong/Paulette Livers-Lambert,3.45,128,7/1/1994,Roberts Rinehart Publishers,2
9030,The Devil in the White City: Murder  Magic and Madness at the Fair that Changed America,Erik Larson,3.99,496,4/1/2004,Bantam Press,9
9031,The Devil in the White City Murder  Magic  and Madness at the Fair That Changed America,Erik Larson,3.99,447,3/3/2003,Doubleday,8
9051,The Historian's Craft: Reflections on the Nature and Uses of History and the Techniques and Methods of Those Who Write It.,Marc Bloch/Peter Putnam/Joseph Reese Strayer,4.05,224,3/12/1964,Vintage,4
9058,Charles Dickens as a Legal Historian,William Holdsworth,4.00,166,2/1/2010,Lawbook Exchange  Ltd.,3
9060,The Progressive Historians: Turner  Beard  Parrington (Phoenix Book),Richard Hofstadter,3.89,498,11/19/1979,University of Chicago Press,9
9066,What Did the Constitution Mean to Early Americans? (Historians at Work),Edward Countryman,3.29,169,1/1/1999,Bedford Books,3
9072,The Historian,Elizabeth Kostova/Paul Michael/Justine Eyre,3.78,26,12/13/2005,Books on Tape,0
9073,See No Evil: The True Story of a Ground Soldier in the CIA's War on Terrorism,Robert B. Baer,3.93,320,1/7/2003,Broadway Books,6
9082,In a Dry Season (Inspector Banks  #10),Peter Robinson,4.13,480,7/3/2000,Avon,9
9083,Plants and Landscapes for Summer-Dry Climates of the San Francisco Bay Region,East Bay M. U. D. Staff/Nora Harlow/Jill M. Singleton/Barrie D. Coate/Kristine Sandoe,4.30,336,5/1/2004,East Bay Municipal Utility District,6
9099,In Focus: National Geographic Greatest Portraits,Leah Bendavid-Val/National Geographic Society,4.24,504,10/1/2004,National Geographic Society,9
9100,Portrait Photographer's Handbook,Bill Hurter,3.62,128,9/28/2004,Amherst Media  Inc.,2
9106,Portrait in Death (In Death  #16),J.D. Robb,4.39,354,12/1/2005,Piatkus Books,6
9107,Posing for Portrait Photography: A Head-To-Toe Guide,Jeff   Smith,3.38,124,7/1/2004,Amherst Media,2
9118,Le Portrait de Dorian Gray,Oscar Wilde/Michel Etienne/Daniel Mortier,4.08,345,6/4/1998,Pocket,6
9121,The Portrait of Dorian Gray,Oscar Wilde/Elizabeth  Gray,4.08,51,10/10/1999,Express Publishing,0
9122,The Picture of Dorian Gray,Oscar Wilde/Donald L. Lawler,4.08,462,1/1/1988,W. W. Norton & Company,8
